"family","language","dialect","source","primarySource","poa1","poa2","vot.category","vot","voiceContrast","notes"
"Quechuan","Quechua (Bolivian)","South.Bolivian","Gallagher2010","Gallagher2010",NA,"labial","long.lag",115,"yes","NA"
"Quechuan","Quechua (Bolivian)","South.Bolivian","Gallagher2010","Gallagher2010",NA,"coronal","long.lag",126,"yes","NA"
"Quechuan","Quechua (Bolivian)","South.Bolivian","Gallagher2010","Gallagher2010",NA,"dorsal","long.lag",123,"yes","NA"
"Quechuan","Quechua (Bolivian)","South.Bolivian","Gallagher2010","Gallagher2010",NA,"labial","short.lag",15,"yes","NA"
"Quechuan","Quechua (Bolivian)","South.Bolivian","Gallagher2010","Gallagher2010",NA,"coronal","short.lag",21,"yes","NA"
"Quechuan","Quechua (Bolivian)","South.Bolivian","Gallagher2010","Gallagher2010",NA,"dorsal","short.lag",34,"yes","NA"
"Quechuan","Quechua (Cuzco)","Cuzco","Stewart2015","Pasquale2005",NA,"labial","short.lag",19,"yes","NA"
"Quechuan","Quechua (Cuzco)","Cuzco","Stewart2015","Pasquale2005",NA,"coronal","short.lag",24,"yes","NA"
"Quechuan","Quechua (Cuzco)","Cuzco","Stewart2015","Pasquale2005",NA,"dorsal","short.lag",42,"yes","NA"
"Quechuan","Quichua",NA,"Stewart2015","Stewart2015",NA,"labial","lead",-100,"yes","NA"
"Quechuan","Quichua",NA,"Stewart2015","Stewart2015",NA,"coronal","lead",-97,"yes","NA"
"Quechuan","Quichua",NA,"Stewart2015","Stewart2015",NA,"dorsal","lead",-89,"yes","NA"
"Quechuan","Quichua",NA,"Stewart2015","Stewart2015",NA,"labial","short.lag",16,"yes","NA"
"Quechuan","Quichua",NA,"Stewart2015","Stewart2015",NA,"coronal","short.lag",23,"yes","NA"
"Quechuan","Quichua",NA,"Stewart2015","Stewart2015",NA,"dorsal","short.lag",28,"yes","NA"
"Austro-Asiatic","Remo",NA,"Cheng2011","Cheng2011",NA,"labial","short.lag",29,"yes","NA"
"Austro-Asiatic","Remo",NA,"Cheng2011","Cheng2011",NA,"coronal","short.lag",25,"yes","NA"
"Austro-Asiatic","Remo",NA,"Cheng2011","Cheng2011",NA,"dorsal","short.lag",36,"yes","NA"
"Indo-European","Russian","St. Petersburg","RingenKulikov2012",NA,"bilabial","labial","short.lag",18,"yes","word.initial"
"Indo-European","Russian","St. Petersburg","RingenKulikov2012",NA,"dental","coronal","short.lag",20,"yes","word.initial"
"Indo-European","Russian","St. Petersburg","RingenKulikov2012",NA,"velar","dorsal","short.lag",38,"yes","word.initial"
"Indo-European","Russian","St. Petersburg","RingenKulikov2012",NA,"biliabial","labial","lead",-70,"yes","word.initial"
"Indo-European","Russian","St. Petersburg","RingenKulikov2012",NA,"dental","coronal","lead",-75,"yes","word.initial"
"Indo-European","Russian","St. Petersburg","RingenKulikov2012",NA,"velar","dorsal","lead",-78,"yes","word.initial"
"Indo-European","Serbian",NA,"Sokolovic-Perovic",NA,"velar","dorsal","lead",-112.15,"yes","NA"
"Indo-European","Serbian",NA,"Sokolovic-Perovic",NA,"bilabial","labial","lead",-117.42,"yes","NA"
"Indo-European","Serbian",NA,"Sokolovic-Perovic",NA,"dental","coronal","lead",-118.12,"yes","NA"
"Indo-European","Serbian",NA,"Cubrovic","Cubrovic",NA,"labial","short.lag",25,"yes","NA"
"Indo-European","Serbian",NA,"Cubrovic","Cubrovic",NA,"coronal","short.lag",22,"yes","NA"
"Indo-European","Serbian",NA,"Cubrovic","Cubrovic",NA,"dorsal","short.lag",56,"yes","NA"
"Indo-European","Serbian",NA,"Sokolovic-Perovic",NA,"dental","coronal","short.lag",26.5,"yes","NA"
"Indo-European","Serbian",NA,"Sokolovic-Perovic",NA,"velar","dorsal","short.lag",51.73,"yes","NA"
"Indo-European","Serbian",NA,"Sokolovic-Perovic",NA,"bilabial","labial","short.lag",21.67,"yes","NA"
"Niger-Congo","Shekgalagari",NA,"Monaka2005","Monaka2005",NA,"coronal","long.lag",63.7,"yes","NA"
"Niger-Congo","Shekgalagari",NA,"Monaka2005","Monaka2005",NA,"labial","long.lag",64.5,"yes","NA"
"Niger-Congo","Shekgalagari",NA,"Monaka2005","Monaka2005",NA,"dorsal","long.lag",81.3,"yes","NA"
"Niger-Congo","Shekgalagari",NA,"Monaka2005","Monaka2005",NA,"labial","short.lag",14.1,"yes","NA"
"Niger-Congo","Shekgalagari",NA,"Monaka2005","Monaka2005",NA,"coronal","short.lag",12.6,"yes","NA"
"Niger-Congo","Shekgalagari",NA,"Monaka2005","Monaka2005",NA,"dorsal","short.lag",31.8,"yes","NA"
"Niger-Congo","Shekgalagari",NA,"Monaka2005","Monaka2005",NA,"labial","lead",-88.5,"yes","NA"
"Niger-Congo","Shekgalagari",NA,"Monaka2005","Monaka2005",NA,"dorsal","lead",-83.6,"yes","NA"
"Niger-Congo","Shekgalagari",NA,"Monaka2005","Monaka2005",NA,"coronal","lead",-80.7,"yes","NA"
"Uto-Aztecan","Shoshoni",NA,"Garvin2015",NA,"bilabial","labial","short.lag",20.47,"no","NA"
"Uto-Aztecan","Shoshoni",NA,"Garvin2015",NA,"alveolar","coronal","short.lag",17.55,"no","NA"
"Uto-Aztecan","Shoshoni",NA,"Garvin2015",NA,"velar","dorsal","short.lag",51.93,"no","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"bilabial","labial","long.lag",22.3,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"dental","coronal","long.lag",58.7,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"retroflex","coronal","long.lag",70.5,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"velar","dorsal","long.lag",63,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"bilabial","labial","long.lag",18,"yes","**defined VOT as the interval of the release segment, so these numbers were next to release"" on the chart; not sure this is right"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"dental","coronal","long.lag",25.7,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"retroflex","coronal","long.lag",14.5,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"velar","dorsal","long.lag",82,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"bilabial","labial","short.lag",14.5,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"dental","coronal","short.lag",19,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"retroflex","coronal","short.lag",14.7,"yes","NA"
"Indo-European","Sindhi",NA,"Keerio2010",NA,"velar","dorsal","short.lag",22,"yes","NA"
"Indo-European","Spanish","Argentina","Sleeper2016",NA,NA,"labial","short.lag",10,"yes","NA"
"Indo-European","Spanish","Argentina","Sleeper2016",NA,NA,"coronal","short.lag",15,"yes","NA"
"Indo-European","Spanish","Argentina","Sleeper2016",NA,NA,"dorsal","short.lag",25,"yes","NA"
"Indo-European","Spanish","Castilian","RosnerEtAl2000","RosnerEtAl2000",NA,"labial","lead",-91.5,"yes","NA"
"Indo-European","Spanish","Castilian","RosnerEtAl2000","RosnerEtAl2000",NA,"coronal","lead",-91.6,"yes","NA"
"Indo-European","Spanish","Castilian","RosnerEtAl2000","RosnerEtAl2000",NA,"dorsal","lead",-73.7,"yes","NA"
"Indo-European","Spanish","Castilian","RosnerEtAl2000","RosnerEtAl2000",NA,"labial","short.lag",13.1,"yes","NA"
"Indo-European","Spanish","Castilian","RosnerEtAl2000","RosnerEtAl2000",NA,"coronal","short.lag",14,"yes","NA"
"Indo-European","Spanish","Castilian","RosnerEtAl2000","RosnerEtAl2000",NA,"dorsal","short.lag",26.5,"yes","NA"
"Indo-European","Spanish","Guatamalan","RosnerEtAl2000","Williams1977",NA,"labial","lead",-120.3,"yes","NA"
"Indo-European","Spanish","Guatamalan","RosnerEtAl2000","Williams1977",NA,"coronal","lead",-108.8,"yes","NA"
"Indo-European","Spanish","Guatamalan","RosnerEtAl2000","Williams1977",NA,"dorsal","lead",-101.4,"yes","NA"
"Indo-European","Spanish","Guatamalan","RosnerEtAl2000","Williams1977",NA,"labial","short.lag",9.8,"yes","NA"
"Indo-European","Spanish","Guatamalan","RosnerEtAl2000","Williams1977",NA,"coronal","short.lag",10.3,"yes","NA"
"Indo-European","Spanish","Guatamalan","RosnerEtAl2000","Williams1977",NA,"dorsal","short.lag",25.7,"yes","NA"
"Indo-European","Spanish",NA,"MayrMontanari2015","FlegeEfting1987",NA,"labial","lead",-82,"yes","NA"
"Indo-European","Spanish",NA,"MayrMontanari2015","FlegeEfting1987",NA,"coronal","lead",-80,"yes","NA"
"Indo-European","Spanish",NA,"MayrMontanari2015","FlegeEfting1987",NA,"dorsal","lead",-68,"yes","NA"
"Indo-European","Spanish",NA,"Banov2014","CastanedaVicente1986",NA,"labial","short.lag",6.5,"yes","NA"
"Indo-European","Spanish",NA,"Banov2014","CastanedaVicente1986",NA,"coronal","short.lag",10.4,"yes","NA"
"Indo-European","Spanish",NA,"Banov2014","CastanedaVicente1986",NA,"dorsal","short.lag",25.7,"yes","NA"
"Indo-European","Spanish",NA,"MayrMontanari2015","FlegeEfting1987",NA,"labial","short.lag",18,"yes","NA"
"Indo-European","Spanish",NA,"Pahis2017",NA,NA,"dorsal","short.lag",29.676,"yes","straight female"
"Indo-European","Spanish",NA,"MayrMontanari2015","FlegeEfting1987",NA,"coronal","short.lag",22,"yes","NA"
"Indo-European","Spanish",NA,"RaphaelEtAl1995","RaphaelEtAl1983",NA,"coronal","short.lag",27.6,"yes","NA"
"Indo-European","Spanish",NA,"MayrMontanari2015","FlegeEfting1987",NA,"dorsal","short.lag",39,"yes","NA"
"Indo-European","Spanish",NA,"Simental2014","Morgan2011",NA,"labial","short.lag",19.5,"yes","Monolingual"
"Indo-European","Spanish",NA,"Pahis2017",NA,NA,"labial","short.lag",29.193,"yes","straight male"
"Indo-European","Spanish",NA,"Pahis2017",NA,NA,"coronal","short.lag",26.972,"yes","straight male"
"Indo-European","Spanish",NA,"Pahis2017",NA,NA,"dorsal","short.lag",48.145,"yes","straight male"
"Indo-European","Spanish",NA,"Pahis2017",NA,NA,"labial","short.lag",18.468,"yes","gay male"
"Indo-European","Spanish",NA,"Pahis2017",NA,NA,"coronal","short.lag",27.936,"yes","gay male"
"Indo-European","Spanish",NA,"Pahis2017",NA,NA,"dorsal","short.lag",37.835,"yes","gay male"
"Indo-European","Spanish",NA,"Pahis2017",NA,NA,"labial","short.lag",17.259,"yes","straight female"
"Indo-European","Spanish",NA,"Pahis2017",NA,NA,"coronal","short.lag",15.593,"yes","straight female"
"Indo-European","Spanish",NA,"Simental2014","Morgan2011",NA,"coronal","short.lag",18.9,"yes","NA"
"Indo-European","Spanish",NA,"RaphaelEtAl1995","RaphaelEtAl1983",NA,"labial","short.lag",20.2,"yes","NA"
"Indo-European","Spanish",NA,"Simental2014","Morgan2011",NA,"dorsal","short.lag",29.3,"yes","Monolingual"
"Indo-European","Spanish",NA,"RaphaelEtAl1995","RaphaelEtAl1983",NA,"dorsal","short.lag",39.3,"yes","NA"
"Indo-European","Spanish",NA,"Simental2014",NA,NA,"dorsal","short.lag",26.7,"yes","NA"
"Indo-European","Spanish",NA,"Simental2014","Morgan2011",NA,"coronal","short.lag",18.9,"yes","Monolingual"
"Indo-European","Spanish",NA,"Simental2014",NA,NA,"labial","short.lag",23,"yes","NA"
"Indo-European","Spanish",NA,"Simental2014","Morgan2011",NA,"labial","short.lag",19.5,"yes","NA"
"Indo-European","Spanish",NA,"Simental2014","Morgan2011",NA,"dorsal","short.lag",29.3,"yes","NA"
"Indo-European","Spanish",NA,"Simental2014",NA,NA,"coronal","short.lag",24.6,"yes","NA"
"Indo-European","Spanish","Peruvian","RosnerEtAl2000","Williams1977",NA,"labial","lead",-101.7,"yes","NA"
"Indo-European","Spanish","Peruvian","RosnerEtAl2000","Williams1977",NA,"coronal","lead",-110.2,"yes","NA"
"Indo-European","Spanish","Peruvian","RosnerEtAl2000","Williams1977",NA,"dorsal","lead",-98.4,"yes","NA"
"Indo-European","Spanish","Peruvian","RosnerEtAl2000","Williams1977",NA,"labial","short.lag",15.2,"yes","NA"
"Indo-European","Spanish","Peruvian","RosnerEtAl2000","Williams1977",NA,"coronal","short.lag",16.2,"yes","NA"
"Indo-European","Spanish","Peruvian","RosnerEtAl2000","Williams1977",NA,"dorsal","short.lag",29.7,"yes","NA"
"Indo-European","Spanish","Puerto.Rico","Stewart2015","LiskerAbramson1964","labial","labial","lead",-138,"yes","NA"
"Indo-European","Spanish","Puerto.Rico","Stewart2015","LiskerAbramson1964","dental","coronal","lead",-110,"yes","NA"
"Indo-European","Spanish","Puerto.Rico","Stewart2015","LiskerAbramson1964","velar","dorsal","lead",-108,"yes","NA"
"Indo-European","Spanish","Puerto.Rico","Stewart2015","LiskerAbramson1964","labial","labial","short.lag",4,"yes","NA"
"Indo-European","Spanish","Puerto.Rico","Stewart2015","LiskerAbramson1964","dental","coronal","short.lag",9,"yes","NA"
"Indo-European","Spanish","Puerto.Rico","Stewart2015","LiskerAbramson1964","velar","dorsal","short.lag",29,"yes","NA"
"Indo-European","Spanish","Rural","Stewart2015","Stewart2015",NA,"labial","lead",-89,"yes","NA"
"Indo-European","Spanish","Rural","Stewart2015","Stewart2015",NA,"coronal","lead",-83,"yes","NA"
"Indo-European","Spanish","Rural","Stewart2015","Stewart2015",NA,"dorsal","lead",-86,"yes","NA"
"Indo-European","Spanish","Rural","Stewart2015","Stewart2015",NA,"labial","short.lag",17,"yes","NA"
"Indo-European","Spanish","Rural","Stewart2015","Stewart2015",NA,"coronal","short.lag",22,"yes","NA"
"Indo-European","Spanish","Rural","Stewart2015","Stewart2015",NA,"dorsal","short.lag",38,"yes","NA"
"Indo-European","Spanish","Urban","Stewart2015","Stewart2015",NA,"labial","lead",-70,"yes","NA"
"Indo-European","Spanish","Urban","Stewart2015","Stewart2015",NA,"coronal","lead",-64,"yes","NA"
"Indo-European","Spanish","Urban","Stewart2015","Stewart2015",NA,"dorsal","lead",-59,"yes","NA"
"Indo-European","Spanish","Urban","Stewart2015","Stewart2015",NA,"labial","short.lag",16,"yes","NA"
"Indo-European","Spanish","Urban","Stewart2015","Stewart2015",NA,"coronal","short.lag",21,"yes","NA"
"Indo-European","Spanish","Urban","Stewart2015","Stewart2015",NA,"dorsal","short.lag",33,"yes","NA"
"Indo-European","Spanish","Venezuelen","RosnerEtAl2000","Williams1977",NA,"labial","lead",-95.2,"yes","NA"
"Indo-European","Spanish","Venezuelen","RosnerEtAl2000","Williams1977",NA,"coronal","lead",-78.5,"yes","NA"
"Indo-European","Spanish","Venezuelen","RosnerEtAl2000","Williams1977",NA,"dorsal","lead",-63.9,"yes","NA"
"Indo-European","Spanish","Venezuelen","RosnerEtAl2000","Williams1977",NA,"labial","short.lag",14,"yes","NA"
"Indo-European","Spanish","Venezuelen","RosnerEtAl2000","Williams1977",NA,"coronal","short.lag",20.6,"yes","NA"
"Indo-European","Spanish","Venezuelen","RosnerEtAl2000","Williams1977",NA,"dorsal","short.lag",32.6,"yes","NA"
"Indo-European","Spanish","Yucatan","MichnowiczCarpenter2013",NA,NA,"labial","short.lag",17.2,"yes","NA"
"Indo-European","Spanish","Yucatan","MichnowiczCarpenter2013",NA,NA,"coronal","short.lag",22,"yes","NA"
"Indo-European","Spanish","Yucatan","MichnowiczCarpenter2013",NA,NA,"dorsal","short.lag",34,"yes","NA"
"Sino-Tibetan","Stau",NA,"Vanderveen","Vanderveen","bilabial","labial","lead",-122.5,"yes","word-initial in sentential context (averaged from paper)"
"Sino-Tibetan","Stau",NA,"Vanderveen","Vanderveen","alveolar","coronal","lead",-116.7,"yes","word-initial in sentential context (averaged from paper)"
"Sino-Tibetan","Stau",NA,"Vanderveen","Vanderveen","palatal","dorsal","lead",-126.3,"yes","word-initial in sentential context (averaged from paper)"
"Niger-Congo","Swati",NA,"KokaertGodwin1997","KokaertGodwin1997",NA,"labial","long.lag",97.17,"yes","NA"
"Niger-Congo","Swati",NA,"KokaertGodwin1997","KokaertGodwin1997",NA,"coronal","long.lag",90.9,"yes","NA"
"Niger-Congo","Swati",NA,"KokaertGodwin1997","KokaertGodwin1997",NA,"dorsal","long.lag",106.5,"yes","NA"
"Niger-Congo","Swati",NA,"KokaertGodwin1997","KokaertGodwin1997",NA,"labial","short.lag",18.58,"yes","NA"
"Niger-Congo","Swati",NA,"KokaertGodwin1997","KokaertGodwin1997",NA,"coronal","short.lag",19.25,"yes","NA"
"Niger-Congo","Swati",NA,"KokaertGodwin1997","KokaertGodwin1997",NA,"dorsal","short.lag",24.67,"yes","NA"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"labial","long.lag",40,"yes","older.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"labial","long.lag",46,"yes","older.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"labial","long.lag",44,"yes","younger.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"labial","long.lag",54,"yes","younger.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"dorsal","long.lag",64,"yes","older.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"dorsal","long.lag",63,"yes","younger.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"dorsal","long.lag",63,"yes","younger.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"coronal","long.lag",54,"yes","younger.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"coronal","long.lag",60,"yes","older.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"coronal","long.lag",46,"yes","older.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"coronal","long.lag",51,"yes","younger.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"dorsal","long.lag",57,"yes","older.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"labial","short.lag",27,"yes","younger.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"coronal","short.lag",15,"yes","older.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"coronal","short.lag",-17,"yes","younger.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"coronal","short.lag",43,"yes","younger.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"coronal","short.lag",22,"yes","older.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"labial","short.lag",15,"yes","older.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"labial","short.lag",36,"yes","older.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"labial","short.lag",-30,"yes","younger.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"dorsal","short.lag",6,"yes","older.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"dorsal","short.lag",36,"yes","older.women"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"dorsal","short.lag",34,"yes","younger.men"
"Indo-European","Swedish","Arjeplog","StoltenEngstrand","StoltenEngstrand",NA,"dorsal","short.lag",43,"yes","younger.women"
"Indo-European","Swedish",NA,"HelgasonRingen2008",NA,"bilabial","labial","long.lag",49,"yes","NA"
"Indo-European","Swedish",NA,"Ekelund","HelgasonRingen2008",NA,"dorsal","long.lag",78,"yes","NA"
"Indo-European","Swedish",NA,"HelgasonRingen2008",NA,"velar","dorsal","long.lag",78,"yes","NA"
"Indo-European","Swedish",NA,"HammarstromEtAl2012",NA,NA,"dorsal","long.lag",70.06,"yes","adult"
"Indo-European","Swedish",NA,"Ekelund","HelgasonRingen2008",NA,"labial","long.lag",49,"yes","NA"
"Indo-European","Swedish",NA,"HelgasonRingen2008",NA,"dental","coronal","long.lag",65,"yes","NA"
"Indo-European","Swedish",NA,"Lundeborgetal2012",NA,NA,"labial","long.lag",46.29,"yes","adult"
"Indo-European","Swedish",NA,"Lundeborgetal2012",NA,NA,"coronal","long.lag",53.82,"yes","adult"
"Indo-European","Swedish",NA,"Lundeborgetal2012",NA,NA,"dorsal","long.lag",70.06,"yes","adult"
"Indo-European","Swedish",NA,"Ekelund","HelgasonRingen2008",NA,"coronal","long.lag",65,"yes","NA"
"Indo-European","Swedish",NA,"HammarstromEtAl2012",NA,NA,"labial","long.lag",46.29,"yes","adult"
"Indo-European","Swedish",NA,"HammarstromEtAl2012",NA,NA,"coronal","long.lag",53.82,"yes","adult"
"Indo-European","Swedish",NA,"BeckmanEtAl2011","BeckmanEtAl2011",NA,"labial","lead",-111.7,"yes","NA"
"Indo-European","Swedish",NA,"BeckmanEtAl2011","BeckmanEtAl2011",NA,"coronal","lead",-86.3,"yes","NA"
"Indo-European","Swedish",NA,"BeckmanEtAl2011","BeckmanEtAl2011",NA,"dorsal","lead",-81.3,"yes","NA"
"Indo-European","Swedish",NA,"HelgasonRingen2008",NA,"dental","coronal","lead",-90,"yes","NA"
"Indo-European","Swedish",NA,"HelgasonRingen2008",NA,"velar","dorsal","lead",-61,"yes","NA"
"Indo-European","Swedish",NA,"Lundeborgetal2015","Lundeborgetal2012",NA,"coronal","lead",-45.4,"yes","adult"
"Indo-European","Swedish",NA,"HammarstromEtAl2012",NA,NA,"labial","lead",-69.43,"yes","adult, averaged over positive and negative VOT"
"Indo-European","Swedish",NA,"HammarstromEtAl2012",NA,NA,"coronal","lead",-45.37,"yes","adult, averaged over positive and negative VOT"
"Indo-European","Swedish",NA,"HammarstromEtAl2012",NA,NA,"dorsal","lead",-35.23,"yes","adult, averaged over positive and negative VOT"
"Indo-European","Swedish",NA,"Lundeborgetal2015","Lundeborgetal2012",NA,"labial","lead",-69.4,"yes","adult"
"Indo-European","Swedish",NA,"Lundeborgetal2015","Lundeborgetal2012",NA,"dorsal","lead",-35.2,"yes","adult"
"Indo-European","Swedish",NA,"HelgasonRingen2008",NA,"bilabial","labial","lead",-96,"yes","NA"
"Tai-Kadai","Tai Khamti",NA,"Inglis2013","Inglis2013",NA,"labial","long.lag",59,"yes","NA"
"Tai-Kadai","Tai Khamti",NA,"Inglis2013","Inglis2013",NA,"coronal","long.lag",55,"yes","NA"
"Tai-Kadai","Tai Khamti",NA,"Inglis2013","Inglis2013",NA,"dorsal","long.lag",80,"yes","NA"
"Tai-Kadai","Tai Khamti",NA,"Inglis2013","Inglis2013",NA,"labial","short.lag",18,"yes","NA"
"Tai-Kadai","Tai Khamti",NA,"Inglis2013","Inglis2013",NA,"coronal","short.lag",15,"yes","NA"
"Tai-Kadai","Tai Khamti",NA,"Inglis2013","Inglis2013",NA,"dorsal","short.lag",26,"yes","NA"
"Dravidian","Tamil",NA,"LiskerAbramson1964","LiskerAbramson1964","labial","labial","lead",-74,"yes","NA"
"Dravidian","Tamil",NA,"LiskerAbramson1964","LiskerAbramson1964","dental","coronal","lead",-78,"yes","NA"
"Dravidian","Tamil",NA,"LiskerAbramson1964","LiskerAbramson1964","velar","dorsal","lead",-62,"yes","NA"
"Dravidian","Tamil","Singaporean","Ng2005",NA,"bilabial","labial","short.lag",9.67,"yes","NA"
"Dravidian","Tamil","Singaporean","Ng2005",NA,"alveolar","coronal","short.lag",4,"yes","NA"
"Dravidian","Tamil","Singaporean","Ng2005",NA,"velar","dorsal","short.lag",43.37,"yes","NA"
"Dravidian","Tamil","Singaporean","Ng2005",NA,"bilabial","labial","short.lag",10.24,"yes","NA"
"Dravidian","Tamil","Singaporean","Ng2005",NA,"alveolar","coronal","short.lag",10.3,"yes","NA"
"Dravidian","Tamil","Singaporean","Ng2005",NA,"velar","dorsal","short.lag",20.24,"yes","NA"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,NA,"labial","lead",-131.21,"yes","male"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,"dental","coronal","lead",-114.56,"yes","male"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,NA,"dorsal","lead",-110.56,"yes","male"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,NA,"labial","lead",-117.68,"yes","female"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,"dental","coronal","lead",-110.57,"yes","female"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,NA,"dorsal","lead",-103.95,"yes","female"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","lead",-107.01,"yes","female._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","lead",-114.31,"yes","female._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","lead",-113.18,"yes","female._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","lead",-122.7,"yes","female._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","lead",-117.16,"yes","female._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","lead",-143.4,"yes","male._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","lead",-101.51,"yes","male._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","lead",-101.81,"yes","male._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","lead",-126.33,"yes","male._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","lead",-134.76,"yes","male._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","lead",-123.91,"yes","male._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","lead",-116.71,"yes","female._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","lead",-110.61,"yes","female._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","lead",-107.13,"yes","male._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","lead",-104.4,"yes","female._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","lead",-113.71,"yes","male._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","lead",-116.3,"yes","male._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","lead",-90.55,"yes","female._/a/"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,NA,"dorsal","short.lag",47.76,"yes","female"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","short.lag",17.23,"yes","female._/a/"
