"family","language","dialect","source","primarySource","poa1","poa2","vot.category","vot","voiceContrast","notes"
"Indo-European","Afrikaans",NA,"CoetzeePC",NA,NA,"coronal","lead",-113.77,"yes","NA"
"Indo-European","Afrikaans",NA,"CoetzeePC",NA,NA,"dorsal","lead",-103.25,"yes","NA"
"Indo-European","Afrikaans",NA,"CoetzeePC",NA,NA,"coronal","lead",12.69,"yes","NA"
"Indo-European","Afrikaans",NA,"CoetzeePC",NA,NA,"dorsal","lead",11.58,"yes","NA"
"Indo-European","Afrikaans",NA,"CoetzeePC",NA,NA,"coronal","short.lag",15.91,"yes","NA"
"Indo-European","Afrikaans",NA,"CoetzeePC",NA,NA,"dorsal","short.lag",13.27,"yes","NA"
"Eskimo-Aleut","Aleut (Eastern)",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","long.lag",59,"no","NA"
"Eskimo-Aleut","Aleut (Eastern)",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","long.lag",75,"no","NA"
"Eskimo-Aleut","Aleut (Eastern)",NA,"ChoLadefoged1999","ChoLadefoged1999","uvular","dorsal","long.lag",78,"no","NA"
"Eskimo-Aleut","Aleut (Western)",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","long.lag",76,"no","NA"
"Eskimo-Aleut","Aleut (Western)",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","long.lag",95,"no","NA"
"Eskimo-Aleut","Aleut (Western)",NA,"ChoLadefoged1999","ChoLadefoged1999","uvular","dorsal","long.lag",92,"no","NA"
"Afro-Asiatic","Amharic",NA,"Mekkonen2013",NA,NA,"coronal","short.lag",42.1,"yes","NA"
"Afro-Asiatic","Amharic",NA,"Mekkonen2013",NA,NA,"dorsal","short.lag",59.6,"yes","NA"
"Afro-Asiatic","Amharic",NA,"SeidEtAl","SeidEtAl",NA,"labial","short.lag",19,"yes","NA"
"Afro-Asiatic","Amharic",NA,"SeidEtAl","SeidEtAl",NA,"coronal","short.lag",25,"yes","NA"
"Afro-Asiatic","Amharic",NA,"SeidEtAl","SeidEtAl",NA,"dorsal","short.lag",28,"yes","NA"
"Na-Dene","Apache (Western)",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","long.lag",58,"yes","NA"
"Na-Dene","Apache (Western)",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","long.lag",80,"yes","NA"
"Na-Dene","Apache (Western)",NA,"ChoLadefoged1999","ChoLadefoged1999","bilabial","labial","short.lag",13,"yes","NA"
"Na-Dene","Apache (Western)",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","short.lag",15,"yes","NA"
"Na-Dene","Apache (Western)",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",31,"yes","NA"
"Afro-Asiatic","Arabic",NA,"Alshareef","Alshareef",NA,"labial","lead",-64,"yes","NA"
"Afro-Asiatic","Arabic",NA,"Alshareef","Alshareef",NA,"coronal","lead",-71,"yes","NA"
"Afro-Asiatic","Arabic",NA,"Alshareef","Alshareef",NA,"dorsal","lead",-57,"yes","NA"
"Afro-Asiatic","Arabic",NA,"Alshareef","Alshareef",NA,"coronal","long.lag",33.5,"yes","NA"
"Afro-Asiatic","Arabic",NA,"Alshareef","Alshareef",NA,"dorsal","long.lag",42.7,"yes","NA"
"Tupian","Arara",NA,"Alves2010","Alves2010",NA,"labial","short.lag",15,"yes","non-final position"
"Tupian","Arara",NA,"Alves2010","Alves2010",NA,"coronal","short.lag",18,"yes","non-final position"
"Tupian","Arara",NA,"Alves2010","Alves2010",NA,"dorsal","short.lag",37,"yes","non-final position"
"Indo-European","Armenian (Eastern)",NA,"LiskerAbramson1964","LiskerAbramson1964","labial","labial","long.lag",78,"yes","NA"
"Indo-European","Armenian (Eastern)",NA,"LiskerAbramson1964","LiskerAbramson1964","dental","coronal","long.lag",59,"yes","NA"
"Indo-European","Armenian (Eastern)",NA,"LiskerAbramson1964","LiskerAbramson1964","velar","dorsal","long.lag",98,"yes","NA"
"Indo-European","Armenian (Eastern)",NA,"LiskerAbramson1964","LiskerAbramson1964","labial","labial","short.lag",3,"yes","NA"
"Indo-European","Armenian (Eastern)",NA,"LiskerAbramson1964","LiskerAbramson1964","dental","coronal","short.lag",15,"yes","NA"
"Indo-European","Armenian (Eastern)",NA,"LiskerAbramson1964","LiskerAbramson1964","velar","dorsal","short.lag",30,"yes","NA"
"Indo-European","Assamese","Nalbaria","NathEtAl2014",NA,NA,"labial","long.lag",58,"yes","NA"
"Indo-European","Assamese","Nalbaria","NathEtAl2014",NA,NA,"coronal","long.lag",65,"yes","NA"
"Indo-European","Assamese","Nalbaria","NathEtAl2014",NA,NA,"dorsal","long.lag",79,"yes","NA"
"Indo-European","Assamese","Nalbaria","NathEtAl2014",NA,NA,"labial","short.lag",24,"yes","NA"
"Indo-European","Assamese","Nalbaria","NathEtAl2014",NA,NA,"coronal","short.lag",21,"yes","NA"
"Indo-European","Assamese","Nalbaria","NathEtAl2014",NA,NA,"dorsal","short.lag",34,"yes","NA"
"Indo-European","Assamese","Nalbaria","NathEtAl2014",NA,NA,"labial","lead",-59,"yes","NA"
"Indo-European","Assamese","Nalbaria","NathEtAl2014",NA,NA,"coronal","lead",-46,"yes","NA"
"Indo-European","Assamese","Nalbaria","NathEtAl2014",NA,NA,"dorsal","lead",-35,"yes","NA"
"Altaic","Azerbaijani",NA,"Jahan2009",NA,"labial","labial","long.lag",86.88,"yes","NA"
"Altaic","Azerbaijani",NA,"Jahan2009",NA,"coronal","coronal","long.lag",87.09,"yes","NA"
"Altaic","Azerbaijani",NA,"Jahan2009",NA,"dorsal","dorsal","long.lag",100.62,"yes","NA"
"Altaic","Azerbaijani",NA,"Jahan2009",NA,"palatal","dorsal","long.lag",131.19,"yes","NA"
"Altaic","Azerbaijani",NA,"Jahan2009",NA,"labial","labial","short.lag",10.64,"yes","NA"
"Altaic","Azerbaijani",NA,"Jahan2009",NA,"coronal","coronal","short.lag",13.35,"yes","NA"
"Altaic","Azerbaijani",NA,"Jahan2009",NA,"dorsal","dorsal","short.lag",26.25,"yes","NA"
"Altaic","Azerbaijani",NA,"Jahan2009",NA,"palatal","dorsal","short.lag",63.18,"yes","NA"
"Arauan","Banawa",NA,"ChoLadefoged1999","LadefogedEtAl1997","dental","coronal","short.lag",22,"yes","NA"
"Arauan","Banawa",NA,"ChoLadefoged1999","LadefogedEtAl1997","velar","dorsal","short.lag",44,"yes","NA"
"Austronesian","Belep",NA,"McCracken2012",NA,"bilabial","labial","short.lag",19,"no","word.initial"
"Austronesian","Belep",NA,"McCracken2012",NA,"alveolar","coronal","short.lag",15,"no","word.initial"
"Austronesian","Belep",NA,"McCracken2012",NA,"palatal","dorsal","short.lag",39,"no","word.initial"
"Austronesian","Belep",NA,"McCracken2012",NA,"velar","dorsal","short.lag",29,"no","word.initial"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,NA,"dorsal","long.lag",46.63,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,"retroflex","coronal","long.lag",44.05,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,"dental","coronal","long.lag",28.02,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,NA,"labial","long.lag",32.11,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,NA,"dorsal","short.lag",7.18,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,"retroflex","coronal","short.lag",3.06,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,"dental","coronal","short.lag",3.94,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,NA,"labial","short.lag",3.59,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,NA,"dorsal","short.lag",4.47,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,"retroflex","coronal","short.lag",3.31,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,"dental","coronal","short.lag",3.03,"yes","NA"
"Indo-European","Bengali","Bangla","MandalEtAl2012",NA,NA,"labial","short.lag",2.76,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"dental","coronal","long.lag",66,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"retroflex","coronal","long.lag",48,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"velar","dorsal","long.lag",73,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"bilabial","labial","short.lag",17,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"dental","coronal","short.lag",23,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"retroflex","coronal","short.lag",16,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"velar","dorsal","short.lag",36,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"bilabial","labial","short.lag",12,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"dental","coronal","short.lag",18,"yes","NA"
"Indo-European","Bengali","East Bengali","MikuteitReetz2007",NA,"velar","dorsal","short.lag",22,"yes","NA"
"Niger-Congo","Bowiri",NA,"ChoLadefoged1999","ChoLadefoged1999","bilabial","labial","short.lag",17,"yes","NA"
"Niger-Congo","Bowiri",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","short.lag",18,"yes","NA"
"Niger-Congo","Bowiri",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",39,"yes","NA"
"Sino-Tibetan","Bunun",NA,"Maddieson2004","MaddiesonZhangWright",NA,"labial","short.lag",11,"no","NA"
"Sino-Tibetan","Bunun",NA,"Maddieson2004","MaddiesonZhangWright",NA,"coronal","short.lag",11,"no","NA"
"Sino-Tibetan","Bunun",NA,"Maddieson2004","MaddiesonZhangWright",NA,"dorsal","short.lag",25,"no","NA"
"Sino-Tibetan","Burmese",NA,"Shimizu1989","Shimizu1989",NA,"labial","long.lag",46,"yes","NA"
"Sino-Tibetan","Burmese",NA,"Shimizu1989","Shimizu1989",NA,"coronal","long.lag",67,"yes","NA"
"Sino-Tibetan","Burmese",NA,"Shimizu1989","Shimizu1989",NA,"dorsal","long.lag",76,"yes","NA"
"Sino-Tibetan","Burmese",NA,"Maddieson2004","Shimizu1996",NA,"labial","short.lag",7,"yes","NA"
"Sino-Tibetan","Burmese",NA,"Maddieson2004","Shimizu1996",NA,"coronal","short.lag",16,"yes","NA"
"Sino-Tibetan","Burmese",NA,"Maddieson2004","Shimizu1996",NA,"dorsal","short.lag",31,"yes","NA"
"Sino-Tibetan","Burmese",NA,"Shimizu1989","Shimizu1989",NA,"labial","short.lag",3,"yes","NA"
"Sino-Tibetan","Burmese",NA,"Shimizu1989","Shimizu1989",NA,"coronal","short.lag",15,"yes","NA"
"Sino-Tibetan","Burmese",NA,"Shimizu1989","Shimizu1989",NA,"dorsal","short.lag",31,"yes","NA"
"Burushaski","Burushaski",NA,"MarchalEtAl1977",NA,NA,"labial","long.lag",34.86,"yes","NA"
"Burushaski","Burushaski",NA,"MarchalEtAl1977",NA,NA,"coronal","long.lag",54.6,"yes","NA"
"Burushaski","Burushaski",NA,"MarchalEtAl1977",NA,NA,"dorsal","long.lag",41.1,"yes","NA"
"Burushaski","Burushaski",NA,"MarchalEtAl1977",NA,NA,"labial","short.lag",0,"yes","NA"
"Burushaski","Burushaski",NA,"MarchalEtAl1977",NA,NA,"coronal","short.lag",10.15,"yes","NA"
"Burushaski","Burushaski",NA,"MarchalEtAl1977",NA,NA,"dorsal","short.lag",10.85,"yes","NA"
"Burushaski","Burushaski",NA,"MarchalEtAl1977",NA,NA,"labial","short.lag",0,"yes","NA"
"Burushaski","Burushaski",NA,"MarchalEtAl1977",NA,NA,"coronal","short.lag",0,"yes","NA"
"Burushaski","Burushaski",NA,"MarchalEtAl1977",NA,NA,"dorsal","short.lag",0,"yes","NA"
"Sino-Tibetan","Cantonese",NA,"Inglis2013","LiskerAbramson1964","labial","labial","long.lag",77,"yes","NA"
"Sino-Tibetan","Cantonese",NA,"Inglis2013","LiskerAbramson1964","dental","coronal","long.lag",75,"yes","NA"
"Sino-Tibetan","Cantonese",NA,"Inglis2013","LiskerAbramson1964","velar","dorsal","long.lag",87,"yes","NA"
"Sino-Tibetan","Cantonese",NA,"Inglis2013","LiskerAbramson1964","labial","labial","short.lag",9,"yes","NA"
"Sino-Tibetan","Cantonese",NA,"Inglis2013","LiskerAbramson1964","dental","coronal","short.lag",14,"yes","NA"
"Sino-Tibetan","Cantonese",NA,"Inglis2013","LiskerAbramson1964","velar","dorsal","short.lag",34,"yes","NA"
"Indo-European","Catalan",NA,"RaphaelEtAl1995","Recasens1985",NA,"labial","short.lag",23,"yes","NA"
"Indo-European","Catalan",NA,"RaphaelEtAl1995","Recasens1985",NA,"coronal","short.lag",27,"yes","NA"
"Indo-European","Catalan",NA,"RaphaelEtAl1995","Recasens1985",NA,"dorsal","short.lag",47,"yes","NA"
"Muskogean","Chickasaw",NA,"ChoLadefoged1999","ChoLadefoged1999","bilabial","labial","short.lag",13,"yes","NA"
"Muskogean","Chickasaw",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","short.lag",22,"yes","NA"
"Muskogean","Chickasaw",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",36,"yes","NA"
"Muskogean","Chickasaw",NA,"GordonEtAl",NA,NA,"labial","short.lag",12,"yes","NA"
"Muskogean","Chickasaw",NA,"GordonEtAl",NA,NA,"coronal","short.lag",21,"yes","NA"
"Muskogean","Chickasaw",NA,"GordonEtAl",NA,NA,"dorsal","short.lag",36,"yes","NA"
"Indo-European","Croatian",NA,"Troselj","Troselj2016",NA,"labial","short.lag",20,"yes","monolingual, L1: Croatian"
"Indo-European","Croatian",NA,"Troselj","Troselj2016",NA,"coronal","short.lag",21,"yes","monolingual, L1: Croatian"
"Indo-European","Croatian",NA,"Troselj","Troselj2016",NA,"dorsal","short.lag",57,"yes","monolingual, L1: Croatian"
"Indo-European","Croatian",NA,"Troselj","Bakran1996",NA,"labial","short.lag",15,"yes","monolingual, L1: Croatian"
"Indo-European","Croatian",NA,"Troselj","Bakran1996",NA,"coronal","short.lag",19,"yes","monolingual, L1: Croatian"
"Indo-European","Croatian",NA,"Troselj","Bakran1996",NA,"dorsal","short.lag",25,"yes","monolingual, L1: Croatian"
"Afro-Asiatic","Dahalo",NA,"ChoLadefoged1999","ChoLadefoged1999","bilabial","labial","short.lag",20,"yes","NA"
"Afro-Asiatic","Dahalo",NA,"ChoLadefoged1999","ChoLadefoged1999","dental","coronal","short.lag",15,"yes","NA"
"Afro-Asiatic","Dahalo",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","short.lag",42,"yes","NA"
"Afro-Asiatic","Dahalo",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",27,"yes","NA"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"labial","short.lag",19,"yes","before.high.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"labial","short.lag",18,"yes","before.mid.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"labial","short.lag",12.7,"yes","before.low.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"coronal","short.lag",21,"yes","before.mid.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"coronal","short.lag",18.4,"yes","before.low.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"dorsal","short.lag",28.8,"yes","before.mid.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"coronal","short.lag",25.9,"yes","before.high.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"dorsal","short.lag",36,"yes","before.high.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"dorsal","short.lag",27.4,"yes","before.low.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"labial","long.lag",70.1,"yes","before.high.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"labial","long.lag",67.8,"yes","before.low.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"coronal","long.lag",83.8,"yes","before.low.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"labial","long.lag",65,"yes","before.mid.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"coronal","long.lag",86.6,"yes","before.high.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"coronal","long.lag",86.4,"yes","before.mid.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"dorsal","long.lag",80.1,"yes","before.high.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"dorsal","long.lag",62.7,"yes","before.mid.V"
"Indo-European","Danish",NA,"MortensenTondering","MortensenTondering",NA,"dorsal","long.lag",66.3,"yes","before.low.V"
"Ijoid","Defaka",NA,"ChoLadefoged1999","ChoLadefoged1999","bilabial","labial","short.lag",18,"yes","NA"
"Ijoid","Defaka",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","short.lag",20,"yes","NA"
"Ijoid","Defaka",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",30,"yes","NA"
"Indo-European","Dutch",NA,"Allen2016",NA,"labial","labial","long.lag",17.45,"yes","NA"
"Indo-European","Dutch",NA,"Allen2016",NA,"alveolar","coronal","long.lag",29.7,"yes","NA"
"Indo-European","Dutch",NA,"Allen2016",NA,"velar","dorsal","long.lag",39.49,"yes","NA"
"Indo-European","Dutch",NA,"Allen2016","VanAlphenSmits2004","labial","labial","long.lag",18.91,"yes","NA"
"Indo-European","Dutch",NA,"Allen2016","VanAlphenSmits2004","alveolar","coronal","long.lag",31.39,"yes","NA"
"Indo-European","Dutch",NA,"vanAlphenSmits2004","vanAlphenSmits2004","velar","dorsal","long.lag",91.8,"yes","post(wordreading)"
"Indo-European","Dutch",NA,"vanAlphenSmits2004","vanAlphenSmits2004","bilabial","labial","long.lag",46.7,"yes","pre-test"
"Indo-European","Dutch",NA,"StoehrEtAl2017",NA,NA,"labial","long.lag",8,"yes","NA"
"Indo-European","Dutch",NA,"StoehrEtAl2017",NA,NA,"coronal","long.lag",21,"yes","NA"
"Indo-European","Dutch",NA,"StoehrEtAl2017",NA,NA,"dorsal","long.lag",28,"yes","NA"
"Indo-European","Dutch",NA,"vanAlphenSmits2004","vanAlphenSmits2004","alveolar","coronal","long.lag",87.6,"yes","post(picturenaming)"
"Indo-European","Dutch",NA,"vanAlphenSmits2004","vanAlphenSmits2004","bilabial","labial","long.lag",64.1,"yes","post(picturenaming)"
"Indo-European","Dutch",NA,"vanAlphenSmits2004","vanAlphenSmits2004","bilabial","labial","long.lag",77.4,"yes","post(wordreading)"
"Indo-European","Dutch",NA,"vanAlphenSmits2004","vanAlphenSmits2004","alveolar","coronal","long.lag",64,"yes","pre-test"
"Indo-European","Dutch",NA,"vanAlphenSmits2004","vanAlphenSmits2004","alveolar","coronal","long.lag",89.4,"yes","post(wordreading)"
"Indo-European","Dutch",NA,"vanAlphenSmits2004","vanAlphenSmits2004","velar","dorsal","long.lag",68.2,"yes","pre-test"
"Indo-European","Dutch",NA,"vanAlphenSmits2004","vanAlphenSmits2004","velar","dorsal","long.lag",84.9,"yes","post(picturenaming)"
"Indo-European","Dutch",NA,"Allen2016",NA,"alveolar","coronal","short.lag",21.41,"yes","NA"
"Indo-European","Dutch",NA,"Allen2016",NA,"labial","labial","short.lag",14.44,"yes","NA"
"Indo-European","Dutch",NA,"StoehrEtAl2017",NA,NA,"coronal","short.lag",13,"yes","NA"
"Indo-European","Dutch",NA,"Allen2016","VanAlphenSmits2004","labial","labial","short.lag",11.55,"yes","NA"
"Indo-European","Dutch",NA,"Allen2016","VanAlphenSmits2004","alveolar","coronal","short.lag",18.52,"yes","NA"
"Indo-European","Dutch",NA,"LiskerAbramson1964","LiskerAbramson1964","bilabial","labial","short.lag",10,"yes","NA"
"Indo-European","Dutch",NA,"LiskerAbramson1964","LiskerAbramson1964","dental","coronal","short.lag",15,"yes","NA"
"Indo-European","Dutch",NA,"LiskerAbramson1964","LiskerAbramson1964","velar","dorsal","short.lag",25,"yes","NA"
"Indo-European","Dutch",NA,"Simon2010","Simon2010",NA,"labial","short.lag",12,"yes","NA"
"Indo-European","Dutch",NA,"Simon2010","Simon2010",NA,"coronal","short.lag",23,"yes","NA"
"Indo-European","Dutch",NA,"Simon2010","Simon2010",NA,"dorsal","short.lag",29,"yes","NA"
"Indo-European","Dutch",NA,"Simon2010",NA,NA,"labial","short.lag",12,"yes","NA"
"Indo-European","Dutch",NA,"Simon2010",NA,NA,"coronal","short.lag",23,"yes","NA"
"Indo-European","Dutch",NA,"Simon2010",NA,NA,"dorsal","short.lag",29,"yes","NA"
"Indo-European","Dutch",NA,"StoehrEtAl2017",NA,NA,"labial","short.lag",5,"yes","NA"
"Indo-European","English","American","AwanStine",NA,NA,"labial","long.lag",73.61,"yes","NA"
"Indo-European","English","American","AwanStine",NA,NA,"coronal","long.lag",86.63,"yes","NA"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"labial","long.lag",89,"yes","isolated (carrier phrase)"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"coronal","long.lag",98,"yes","isolated (carrier phrase)"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"dorsal","long.lag",99,"yes","isolated (carrier phrase)"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"labial","long.lag",51,"yes","connected read speech"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"coronal","long.lag",61,"yes","connected read speech"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"dorsal","long.lag",56,"yes","connected read speech"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","long.lag",113.9,"yes","infant directed speech, in isolation"
"Indo-European","English","American","Yang1993",NA,NA,"labial","long.lag",77,"yes","NA"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","long.lag",74.34,"yes","adult directed speech, in context"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","long.lag",101,"yes","adult directed speech, in context"
"Indo-European","English","American","RineyEtAl2007",NA,"labial","labial","long.lag",78.2,"yes","NA"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","long.lag",130.1,"yes","infant directed speech, in context"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","long.lag",76.21,"yes","adult directed speech, in isolation"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","long.lag",91.41,"yes","adult directed speech, in isolation"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","long.lag",96.04,"yes","infant directed speech, in context"
"Indo-European","English","American","Yang1993",NA,NA,"dorsal","long.lag",88,"yes","NA"
"Indo-European","English","American","RineyEtAl2007",NA,"coronal","coronal","long.lag",94.8,"yes","NA"
"Indo-European","English","American","RineyEtAl2007",NA,"dorsal","dorsal","long.lag",102.8,"yes","NA"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","long.lag",94.52,"yes","infant directed speech, in isolation"
"Indo-European","English","American","Yang1993",NA,NA,"coronal","long.lag",95,"yes","NA"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"coronal","lead",21,"yes","isolated (carrier phrase)"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"dorsal","lead",28,"yes","isolated (carrier phrase)"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"labial","lead",8,"yes","connected read speech"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"labial","lead",13,"yes","isolated (carrier phrase)"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","lead",11.71,"yes","adult directed speech, in context"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","lead",21.81,"yes","adult directed speech, in context"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","lead",27.36,"yes","infant directed speech, in context"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"coronal","lead",14,"yes","connected read speech"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","lead",-67.21,"yes","adult directed speech, in context"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","lead",-122.06,"yes","adult directed speech, in context"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","lead",-115,"yes","infant directed speech, in context"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","lead",-158.3,"yes","infant directed speech, in context"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","lead",-86,"yes","adult directed speech, in isolation"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","lead",-107.7,"yes","adult directed speech, in isolation"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","lead",-138.5,"yes","infant directed speech, in isolation"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","lead",-173.4,"yes","infant directed speech, in isolation"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","lead",32,"yes","infant directed speech, in context"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","lead",13,"yes","adult directed speech, in isolation"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","lead",20.86,"yes","adult directed speech, in isolation"
"Indo-European","English","American","FishEtAl2017",NA,NA,"labial","lead",23.7,"yes","infant directed speech, in isolation"
"Indo-European","English","American","FishEtAl2017",NA,NA,"coronal","lead",27.78,"yes","infant directed speech, in isolation"
"Indo-European","English","American","Sokolovic-Perovic","Smith1978",NA,"dorsal","lead",26,"yes","NA"
"Indo-European","English","American","Sokolovic-Perovic","Smith1978",NA,"labial","lead",-74,"yes","NA"
"Indo-European","English","American","Sokolovic-Perovic","Smith1978",NA,"coronal","lead",-71,"yes","NA"
"Indo-European","English","American","Sokolovic-Perovic","Smith1978",NA,"dorsal","lead",-65,"yes","NA"
"Indo-European","English","American","Yang1993",NA,NA,"labial","lead",17,"yes","NA"
"Indo-European","English","American","Yang1993",NA,NA,"coronal","lead",20,"yes","NA"
"Indo-European","English","American","Yang1993",NA,NA,"dorsal","lead",32,"yes","NA"
"Indo-European","English","American","Yang1993",NA,NA,"labial","lead",-78,"yes","NA"
"Indo-European","English","American","Yang1993",NA,NA,"coronal","lead",-91,"yes","NA"
"Indo-European","English","American","Yang1993",NA,NA,"dorsal","lead",-78,"yes","NA"
"Indo-European","English","American","ChodroffWilson2017",NA,NA,"dorsal","lead",17,"yes","connected read speech"
"Indo-European","English","American","Sokolovic-Perovic","Smith1978",NA,"labial","lead",11,"yes","NA"
"Indo-European","English","American","Sokolovic-Perovic","Smith1978",NA,"coronal","lead",18,"yes","NA"
"Indo-European","English","Australian","AntoniouEtAl2008",NA,NA,"labial","long.lag",77,"yes","NA"
"Indo-European","English","Australian","AntoniouEtAl2008",NA,NA,"coronal","long.lag",92,"yes","NA"
"Indo-European","English","Australian","AntoniouEtAl2008",NA,NA,"labial","short.lag",0,"yes","NA"
"Indo-European","English","Australian","AntoniouEtAl2008",NA,NA,"coronal","short.lag",5,"yes","NA"
"Indo-European","English","British","DeterdingNolan2007",NA,NA,"labial","long.lag",71.4,"yes","NA"
"Indo-European","English","British","DeterdingNolan2007",NA,NA,"coronal","long.lag",80.4,"yes","NA"
"Indo-European","English","British","DeterdingNolan2007",NA,NA,"dorsal","long.lag",97.3,"yes","NA"
"Indo-European","English","British","Sokolovic-Perovic","Docherty1992",NA,"dorsal","long.lag",66,"yes","NA"
